"chargeback_id","original_transaction_id","card_number_masked","cardholder_name","merchant_name","merchant_id","transaction_amount","transaction_currency","transaction_date","chargeback_date","chargeback_reason_code","chargeback_reason_description","investigation_status","investigator_id","representment_deadline","representment_submitted","representment_date","final_decision","final_decision_date","notes"
"CB-202404-10136","TRX-401-58906","7602","Freja Lind","OsloBike Rentals","M-OB-0789","115.5","NOK","2024-04-08T14:00:00","2024-04-11T09:45:00","GOODS_NOT_RECEIVED","Bike not available for reservation","resolved","INV-601","2024-04-22","true","2024-04-16T11:30:00","merchant_won","2024-04-19T13:00:00","Merchant provided alternate bike"
"CB-202404-10137","TRX-401-58907","9474","Nils Sandberg","Stockholm Books","M-SB-0031","16.25","SEK","2024-04-12T17:00:00","2024-04-14T13:45:00","DUPLICATE_PROCESSING","Book charged twice","resolved","INV-534","2024-04-25","false","","chargeback_accepted","2024-04-24T16:10:00","Refund processed"
"CB-202404-10138","TRX-401-58908","6049","Malin Hansen","Helsinki Home Goods","M-HHG-0024","49","EUR","2024-04-10T19:10:00","2024-04-12T14:20:00","SERVICE_NOT_RENDERED","Refund not processed","declined","INV-587","2024-04-23","false","","merchant_won","2024-04-22T17:15:00","Merchant provided refund policy"
"CB-202404-10139","TRX-401-58909","2268","Morten Kristoffersen","Copenhagen Deli","M-CD-0450","19.8","DKK","2024-04-04T19:00:00","2024-04-07T11:15:00","GOODS_NOT_RECEIVED","Order not delivered","in_review","INV-631","2024-04-18","true","2024-04-13T13:40:00","merchant_won","2024-04-17T12:30:00","Merchant provided delivery slip"
"CB-202404-10140","TRX-401-58910","5702","Oskar Lindqvist","Gothenburg Music","M-GM-0299","41.9","SEK","2024-04-07T15:00:00","2024-04-10T17:15:00","FRAUD","Cardholder did not recognize transaction","pending","INV-689","2024-04-21","false","","pending","","Initial notification received"
"CB-202404-10141","TRX-401-58911","8137","Ellen Svensen","NordicTech Electronics","M-NT-0045","210","EUR","2024-04-09T18:10:00","2024-04-12T10:40:00","SERVICE_NOT_RENDERED","Refund not processed","declined","INV-631","2024-04-23","false","","merchant_won","2024-04-22T13:10:00","Merchant provided refund policy"
"CB-202404-10142","TRX-401-58912","3298","Vera Karlsen","Bergen Grocers","M-BG-0112","33","NOK","2024-04-02T08:15:00","2024-04-08T13:15:00","FRAUD","Cardholder not present at transaction","pending","INV-601","2024-04-21","false","","pending","","Further investigation required"
"CB-202404-10143","TRX-401-58913","4725","Anton Strom","OsloBike Rentals","M-OB-0789","132.6","NOK","2024-04-08T12:00:00","2024-04-11T09:10:00","GOODS_NOT_RECEIVED","Bike not available for reservation","resolved","INV-601","2024-04-22","true","2024-04-16T13:15:00","merchant_won","2024-04-19T14:00:00","Merchant provided alternate bike"
"CB-202404-10144","TRX-401-58914","5654","Lars Jacobsen","Stockholm Books","M-SB-0031","13.99","SEK","2024-04-12T18:00:00","2024-04-15T13:00:00","DUPLICATE_PROCESSING","Book charged twice","resolved","INV-534","2024-04-25","false","","chargeback_accepted","2024-04-24T17:00:00","Refund processed"
"CB-202404-10145","TRX-401-58915","6703","Siri Nilsen","Helsinki Home Goods","M-HHG-0024","42.9","EUR","2024-04-10T20:10:00","2024-04-12T11:00:00","SERVICE_NOT_RENDERED","Refund not processed","declined","INV-587","2024-04-23","false","","merchant_won","2024-04-22T16:10:00","Merchant provided refund policy"
"CB-202404-10146","TRX-401-58916","3191","Benedikte Paulsen","Copenhagen Deli","M-CD-0450","12.8","DKK","2024-04-05T20:00:00","2024-04-08T11:15:00","GOODS_NOT_RECEIVED","Order not delivered","in_review","INV-631","2024-04-18","true","2024-04-13T15:30:00","merchant_won","2024-04-17T13:10:00","Merchant provided delivery slip"
"CB-202404-10147","TRX-401-58917","2572","Rasmus Holm","Gothenburg Music","M-GM-0299","39.6","SEK","2024-04-08T15:00:00","2024-04-10T16:00:00","FRAUD","Cardholder did not recognize transaction","pending","INV-689","2024-04-21","false","","pending","","Initial notification received"
"CB-202404-10148","TRX-401-58918","4781","Ida Persson","NordicTech Electronics","M-NT-0045","250","EUR","2024-04-09T16:10:00","2024-04-12T12:10:00","SERVICE_NOT_RENDERED","Warranty repair not honored","declined","INV-631","2024-04-23","false","","merchant_won","2024-04-22T15:30:00","Merchant policy cited"
"CB-202404-10149","TRX-401-58919","8210","Linnea Edlund","Bergen Grocers","M-BG-0112","57.1","NOK","2024-04-06T13:10:00","2024-04-10T12:30:00","FRAUD","Cardholder not present at transaction","pending","INV-601","2024-04-21","false","","pending","","Further investigation required"
"CB-202404-10150","TRX-401-58920","3098","Siv Sand","OsloBike Rentals","M-OB-0789","120","NOK","2024-04-08T18:30:00","2024-04-11T10:30:00","GOODS_NOT_RECEIVED","Bike not available for reservation","resolved","INV-601","2024-04-22","true","2024-04-16T14:00:00","merchant_won","2024-04-19T15:20:00","Merchant provided alternate bike"
"CBK-20240501-001","TXN-20240415-1001","5472","Evelyn Porter","QuickMart NY","M-23156-NY","54.99","USD","2024-04-15T11:18:00","2024-05-01T09:15:00","fraud","Cardholder claims unauthorized transaction","pending","INV-7832","2024-05-17","false","","","","Awaiting merchant response"
"CBK-20240501-002","TXN-20240414-1002","8146","Miguel Alvarez","Fashion Hub LA","M-48971-CA","129.5","USD","2024-04-14T16:45:00","2024-05-01T10:02:00","goods_not_received","Customer did not receive goods after payment","in_review","INV-7815","2024-05-16","true","2024-05-10T14:25:00","merchant_won","2024-05-25T11:10:00","Merchant provided shipping evidence"
"CBK-20240501-003","TXN-20240416-1003","3602","Greta Johansson","Cafe Aroma","M-22811-NJ","7.65","USD","2024-04-16T08:32:00","2024-05-01T11:20:00","fraud","Suspected card skimming at terminal","in_review","INV-7841","2024-05-18","false","","chargeback_accepted","2024-05-29T09:12:00","Terminal flagged by issuer"
"CBK-20240501-004","TXN-20240417-1004","1603","Priya Narayanan","Grocery Depot TX","M-30944-TX","84.2","USD","2024-04-17T17:44:00","2024-05-01T13:30:00","services_not_rendered","Service appointment was canceled by merchant","resolved","INV-7823","2024-05-19","true","2024-05-14T15:00:00","cardholder_won","2024-05-27T16:20:00","Refund issued to cardholder"
"CBK-20240501-005","TXN-20240418-1005","4320","Sean McCarthy","Sports Pro SF","M-21123-CA","249.99","USD","2024-04-18T19:20:00","2024-05-01T14:55:00","fraud","Cardholder claims never authorized purchase","pending","","2024-05-15","false","","","","Issuer requested additional info"
"CBK-20240501-006","TXN-20240419-1006","7776","Linda Zhang","TechStop Boston","M-41022-MA","459","USD","2024-04-19T09:25:00","2024-05-01T10:12:00","goods_not_as_described","Product delivered was not as described online","in_review","INV-7839","2024-05-18","true","2024-05-13T10:40:00","merchant_won","2024-05-27T13:40:00","Merchant provided product photos"
"CBK-20240501-007","TXN-20240420-1007","9801","Carlos Estevez","TravelNow Miami","M-52018-FL","999.99","USD","2024-04-20T15:50:00","2024-05-01T12:00:00","services_not_rendered","Travel service was not provided","resolved","INV-7843","2024-05-16","true","2024-05-12T17:10:00","chargeback_reversed","2024-05-29T14:50:00","Merchant refund processed"
"CBK-20240501-008","TXN-20240421-1008","3546","Ava Nguyen","Green Grocer Seattle","M-31345-WA","26.45","USD","2024-04-21T13:15:00","2024-05-01T09:30:00","fraud","Cardholder claims card lost/stolen prior to purchase","declined","INV-7827","2024-05-17","false","","pending","","Case declined by issuer"
"CBK-20240501-009","TXN-20240422-1009","2083","Elena Dimitrov","Book Heaven NY","M-41335-NY","35.99","USD","2024-04-22T12:20:00","2024-05-01T13:05:00","goods_not_received","Books not delivered to address","pending","INV-7844","2024-05-19","false","","","","Tracking number missing"
"CBK-20240501-010","TXN-20240423-1010","6905","Jack O'Malley","Auto Parts Denver","M-68231-CO","182.75","USD","2024-04-23T09:00:00","2024-05-01T15:02:00","goods_not_as_described","Parts did not match online listing","resolved","INV-7836","2024-05-18","true","2024-05-15T10:30:00","cardholder_won","2024-05-27T11:55:00","Customer provided photos"
"CBK-20240501-011","TXN-20240424-1011","3477","Sofia Rossi","Urban Eats Chicago","M-24681-IL","52.3","USD","2024-04-24T19:20:00","2024-05-01T14:45:00","services_not_rendered","Reservation not honored","pending","","2024-05-17","false","","","","Awaiting merchant feedback"
"CBK-20240501-012","TXN-20240425-1012","4382","Chang Lee","TechStop Boston","M-41022-MA","98.25","USD","2024-04-25T10:12:00","2024-05-01T16:10:00","goods_not_received","Laptop charger never arrived","in_review","INV-7828","2024-05-20","true","2024-05-14T12:38:00","merchant_won","2024-05-30T10:21:00","Merchant provided delivery confirmation"
"CBK-20240501-013","TXN-20240426-1013","2210","Fatima Al-Nasser","TravelNow Miami","M-52018-FL","525.75","USD","2024-04-26T16:40:00","2024-05-01T13:45:00","services_not_rendered","Canceled tour, no refund received","resolved","INV-7845","2024-05-19","true","2024-05-14T16:15:00","chargeback_reversed","2024-05-28T15:30:00","Refund processed after review"
"CBK-20240501-014","TXN-20240427-1014","5628","Jessica Fairchild","Fashion Hub LA","M-48971-CA","63.9","USD","2024-04-27T12:00:00","2024-05-01T10:50:00","goods_not_received","Dress was never delivered","pending","INV-7830","2024-05-18","false","","","","Awaiting merchant shipping info"
"CBK-20240501-015","TXN-20240428-1015","8132","Lucas Meyer","Book Heaven NY","M-41335-NY","16.99","USD","2024-04-28T13:40:00","2024-05-01T11:10:00","goods_not_received","Book not received after 2 weeks","declined","INV-7846","2024-05-17","false","","pending","","Merchant did not respond"
"CBK-20240501-016","TXN-20240429-1016","9234","Natalie Becker","Urban Eats Chicago","M-24681-IL","35.99","USD","2024-04-29T17:40:00","2024-05-01T13:30:00","fraud","Cardholder claims never used card at this location","pending","","2024-05-21","false","","","","Investigation opened"
"CBK-20240501-017","TXN-20240430-1017","3481","Oliver Smith","Cafe Aroma","M-22811-NJ","10.75","USD","2024-04-30T10:10:00","2024-05-01T09:40:00","fraud","Transaction not recognized by cardholder","resolved","INV-7834","2024-05-18","true","2024-05-10T11:55:00","chargeback_accepted","2024-05-25T12:45:00","Chargeback approved after evidence"
"CBK-20240501-018","TXN-20240501-1018","5087","Emma Williams","Grocery Depot TX","M-30944-TX","45.5","USD","2024-05-01T10:30:00","2024-05-02T09:20:00","goods_not_received","Groceries not delivered","pending","INV-7821","2024-05-20","false","","","","Awaiting delivery confirmation"
"CBK-20240501-019","TXN-20240502-1019","6142","Benjamin Carter","Fashion Hub LA","M-48971-CA","78.25","USD","2024-05-02T18:25:00","2024-05-03T11:00:00","goods_not_as_described","Received wrong color shoes","pending","INV-7826","2024-05-21","false","","","","Awaiting merchant response"
"CBK-20240501-020","TXN-20240503-1020","1275","Samantha Taylor","Green Grocer Seattle","M-31345-WA","34.49","USD","2024-05-03T15:20:00","2024-05-04T10:45:00","goods_not_received","Produce was never delivered","in_review","INV-7849","2024-05-22","true","2024-05-16T17:45:00","cardholder_won","2024-05-30T14:10:00","Merchant unable to provide tracking"
"CBK-20240501-021","TXN-20240504-1021","4973","Hiroshi Tanaka","Auto Parts Denver","M-68231-CO","156.8","USD","2024-05-04T20:00:00","2024-05-05T12:10:00","goods_not_as_described","Part was used, not new","resolved","INV-7829","2024-05-23","true","2024-05-17T13:10:00","chargeback_accepted","2024-05-31T11:20:00","Evidence supported cardholder claim"
"CBK-20240501-022","TXN-20240505-1022","6891","Lars Petersen","Cafe Aroma","M-22811-NJ","13.25","USD","2024-05-05T09:15:00","2024-05-06T08:55:00","services_not_rendered","Coffee order never fulfilled","declined","INV-7848","2024-05-24","false","","pending","","Merchant did not respond to inquiry"
"CBK-20240501-023","TXN-20240506-1023","4702","Marta Paredes","Sports Pro SF","M-21123-CA","175","USD","2024-05-06T14:22:00","2024-05-07T15:35:00","fraud","Unrecognized transaction on statement","pending","","2024-05-25","false","","","","Awaiting further investigation"
"CBK-20240501-024","TXN-20240507-1024","6418","Noah Johnson","Book Heaven NY","M-41335-NY","22.95","USD","2024-05-07T11:50:00","2024-05-08T10:20:00","goods_not_received","Book never shipped","in_review","INV-7838","2024-05-26","true","2024-05-19T12:22:00","merchant_won","2024-06-01T09:15:00","Merchant provided tracking info"
"CBK-20240501-025","TXN-20240508-1025","7551","Mason Wright","Grocery Depot TX","M-30944-TX","102.5","USD","2024-05-08T18:10:00","2024-05-09T14:02:00","goods_not_received","No groceries delivered","pending","INV-7842","2024-05-27","false","","","","Awaiting merchant response"
"CBK-20240501-026","TXN-20240509-1026","8176","Sophia Kim","TechStop Boston","M-41022-MA","211","USD","2024-05-09T14:44:00","2024-05-10T09:22:00","goods_not_as_described","Accessory did not fit device","resolved","INV-7833","2024-05-28","true","2024-05-20T13:22:00","chargeback_accepted","2024-06-02T11:00:00","Evidence validated by issuer"
"CBK-20240501-027","TXN-20240510-1027","9318","William Foster","Urban Eats Chicago","M-24681-IL","68.45","USD","2024-05-10T16:00:00","2024-05-11T09:40:00","services_not_rendered","Reservation canceled on arrival","in_review","INV-7825","2024-05-29","true","2024-05-22T12:10:00","cardholder_won","2024-06-03T16:10:00","Merchant unable to confirm reservation"
"CBK-20240501-028","TXN-20240511-1028","3860","David Heim","Auto Parts Denver","M-68231-CO","99.99","USD","2024-05-11T09:10:00","2024-05-12T12:45:00","goods_not_as_described","Received wrong part","pending","","2024-05-30","false","","","","Awaiting merchant investigation"
"CBK-20240501-029","TXN-20240512-1029","5694","Abigail Cohen","Fashion Hub LA","M-48971-CA","59.99","USD","2024-05-12T20:15:00","2024-05-13T11:25:00","goods_not_received","Shoes never shipped","pending","INV-7847","2024-05-31","false","","","","Merchant claimed out of stock"
"CBK-20240501-030","TXN-20240513-1030","2058","Emily Martinez","Green Grocer Seattle","M-31345-WA","42.3","USD","2024-05-13T15:55:00","2024-05-14T10:05:00","goods_not_received","Vegetables not delivered","pending","INV-7831","2024-06-01","false","","","","Delivery address under review"
"CBK-20240501-031","TXN-20240514-1031","8417","Mohammed Saleh","TravelNow Miami","M-52018-FL","299.99","USD","2024-05-14T10:30:00","2024-05-15T09:44:00","services_not_rendered","Travel package canceled","pending","","2024-06-02","false","","","","Awaiting merchant confirmation"
"CBK-20240501-032","TXN-20240515-1032","5254","Olga Ivanova","Sports Pro SF","M-21123-CA","139.99","USD","2024-05-15T18:22:00","2024-05-16T10:30:00","fraud","Cardholder claims unauthorized transaction","pending","INV-7824","2024-06-03","false","","","","Issuer flagged suspicious activity"
"CBK-20240501-033","TXN-20240516-1033","7265","Riley Armstrong","Book Heaven NY","M-41335-NY","24.75","USD","2024-05-16T09:15:00","2024-05-17T12:05:00","goods_not_received","Book missing from shipment","in_review","INV-7840","2024-06-04","true","2024-05-29T14:05:00","merchant_won","2024-06-05T15:20:00","Merchant provided delivery confirmation"
"CBK-20240501-034","TXN-20240517-1034","3982","Leah Morgan","TechStop Boston","M-41022-MA","350","USD","2024-05-17T20:35:00","2024-05-18T11:30:00","goods_not_as_described","Laptop not as described","resolved","INV-7822","2024-06-05","true","2024-05-30T11:30:00","chargeback_accepted","2024-06-06T13:30:00","Evidence supported cardholder"
"CBK-20240501-035","TXN-20240518-1035","7143","Lucas Meyer","Green Grocer Seattle","M-31345-WA","28.95","USD","2024-05-18T08:40:00","2024-05-19T09:10:00","goods_not_received","Order not delivered","pending","INV-7841","2024-06-06","false","","","","Awaiting delivery tracking"
"CBK-20240501-036","TXN-20240519-1036","2749","Evelyn Porter","TravelNow Miami","M-52018-FL","725","USD","2024-05-19T14:50:00","2024-05-20T12:44:00","services_not_rendered","Hotel booking not honored","pending","","2024-06-07","false","","","","Merchant review pending"
"CBK-20240501-037","TXN-20240520-1037","8016","Miguel Alvarez","Urban Eats Chicago","M-24681-IL","38.25","USD","2024-05-20T13:55:00","2024-05-21T10:25:00","services_not_rendered","Meal not provided at event","pending","INV-7849","2024-06-08","false","","","","Issuer requested supporting docs"
"CBK-20240501-038","TXN-20240521-1038","9506","Linda Zhang","Cafe Aroma","M-22811-NJ","5.99","USD","2024-05-21T08:25:00","2024-05-22T09:20:00","fraud","Cardholder claims fraudulent charge","resolved","INV-7837","2024-06-09","true","2024-05-31T09:50:00","chargeback_accepted","2024-06-10T10:10:00","Chargeback accepted after review"
"CBK-20240501-039","TXN-20240522-1039","6810","Priya Narayanan","TechStop Boston","M-41022-MA","299","USD","2024-05-22T10:05:00","2024-05-23T11:22:00","goods_not_as_described","Device missing features","resolved","INV-7835","2024-06-10","true","2024-06-01T13:15:00","chargeback_accepted","2024-06-11T12:30:00","Cardholder provided comparison photos"
"CBK-20240501-040","TXN-20240523-1040","4127","Carlos Estevez","Fashion Hub LA","M-48971-CA","114.99","USD","2024-05-23T17:30:00","2024-05-24T14:02:00","goods_not_received","No delivery confirmation provided","pending","INV-7848","2024-06-11","false","","","","Merchant did not respond"
"CBK-20240501-041","TXN-20240524-1041","6074","Greta Johansson","Book Heaven NY","M-41335-NY","19.99","USD","2024-05-24T09:35:00","2024-05-25T15:30:00","goods_not_received","Magazine not received","pending","INV-7847","2024-06-12","false","","","","Awaiting merchant reply"
"CBK-20240501-042","TXN-20240525-1042","3875","Sean McCarthy","Green Grocer Seattle","M-31345-WA","37.49","USD","2024-05-25T16:10:00","2024-05-26T10:02:00","goods_not_received","Order missing from delivery","pending","INV-7832","2024-06-13","false","","","","Awaiting merchant confirmation"
"CBK-20240501-043","TXN-20240526-1043","5984","Elena Dimitrov","TechStop Boston","M-41022-MA","219","USD","2024-05-26T14:30:00","2024-05-27T09:10:00","goods_not_as_described","Accessory not compatible","resolved","INV-7826","2024-06-14","true","2024-06-04T10:20:00","chargeback_accepted","2024-06-15T13:10:00","Merchant refunded in full"
"CBK-20240501-044","TXN-20240527-1044","1764","Jack O'Malley","Cafe Aroma","M-22811-NJ","9.99","USD","2024-05-27T08:40:00","2024-05-28T09:50:00","fraud","Cardholder claims unauthorized charge","resolved","INV-7844","2024-06-15","true","2024-06-05T11:30:00","chargeback_accepted","2024-06-16T10:45:00","Chargeback processed"
"CBK-20240501-045","TXN-20240528-1045","3820","Sofia Rossi","Sports Pro SF","M-21123-CA","110.25","USD","2024-05-28T19:10:00","2024-05-29T12:01:00","fraud","Unrecognized transaction","pending","INV-7839","2024-06-16","false","","","","Under review"
"CBK-20240501-046","TXN-20240529-1046","4708","Fatima Al-Nasser","Urban Eats Chicago","M-24681-IL","44.75","USD","2024-05-29T11:15:00","2024-05-30T09:55:00","services_not_rendered","Reservation not fulfilled","pending","","2024-06-17","false","","","","Merchant review pending"
"CBK-20240501-047","TXN-20240530-1047","8574","Chang Lee","TravelNow Miami","M-52018-FL","489.99","USD","2024-05-30T19:40:00","2024-05-31T13:25:00","services_not_rendered","Tour canceled, no refund","in_review","INV-7845","2024-06-18","true","2024-06-07T16:20:00","chargeback_reversed","2024-06-19T11:05:00","Refund issued after merchant review"
"CBK-20240501-048","TXN-20240531-1048","3695","Jessica Fairchild","TechStop Boston","M-41022-MA","305","USD","2024-05-31T10:02:00","2024-06-01T09:15:00","goods_not_as_described","Device not as described","resolved","INV-7833","2024-06-19","true","2024-06-09T10:30:00","chargeback_accepted","2024-06-20T14:10:00","Cardholder provided photos"
"CBK-20240501-049","TXN-20240601-1049","5143","William Foster","Book Heaven NY","M-41335-NY","16","USD","2024-06-01T12:20:00","2024-06-02T13:40:00","goods_not_received","Book not received after shipment","pending","INV-7825","2024-06-21","false","","","","Awaiting merchant reply"
"CBK-20240501-050","TXN-20240602-1050","1382","Emma Williams","Grocery Depot TX","M-30944-TX","39.95","USD","2024-06-02T14:10:00","2024-06-03T11:22:00","goods_not_received","Groceries missing from order","pending","INV-7823","2024-06-22","false","","","","Awaiting merchant response"
"CB-202406-0001","TXN-873214","5739","Lucas Wright","Nordic Electronics","MER-3345","189.99","USD","2024-06-07T13:22:45","2024-06-10T17:55:19","fraudulent_transaction","Cardholder claims transaction was not authorized","resolved","INV-0097","2024-06-17","true","2024-06-15T10:14:37","chargeback_accepted","2024-06-19T09:45:32","Merchant refunded amount before dispute resolution"
"CB-202406-0002","TXN-782145","9821","Emily Johansson","Scandi Books","MER-4412","34.5","SEK","2024-06-03T16:40:11","2024-06-06T09:16:03","goods_not_received","Order not delivered by expected date","in_review","INV-0112","2024-06-14","false","","","","Awaiting merchant response"
"CB-202406-0003","TXN-398742","1410","Fatima Ahmed","Stockholm Groceries","MER-1378","299.95","SEK","2024-06-01T09:55:07","2024-06-04T15:23:48","duplicate_processing","Transaction processed twice on the same day","pending","INV-0083","2024-06-12","false","","","","Duplicate detected in merchant batch"
"CB-202406-0004","TXN-129493","4762","Sven Nilsson","Helsinki Fashion","MER-2288","89","EUR","2024-06-11T11:20:32","2024-06-12T08:43:55","goods_not_as_described","Received wrong product color","resolved","INV-0105","2024-06-19","true","2024-06-17T15:17:08","merchant_won","2024-06-20T09:32:22","Merchant provided proof of correct shipment"
"CB-202406-0005","TXN-594823","2096","Markus Holm","Riga Travel Agency","MER-5021","1200","EUR","2024-06-05T12:07:44","2024-06-08T14:30:18","fraudulent_transaction","Cardholder denies making this booking","in_review","INV-0093","2024-06-16","false","","pending","","High-value transaction flagged by bank"
"CB-202406-0006","TXN-498302","3257","Anna Karlsson","Vilnius Sports","MER-4019","49.99","EUR","2024-06-09T15:33:27","2024-06-13T16:13:04","goods_not_received","Item not shipped by merchant","in_review","INV-0111","2024-06-20","false","","","","Merchant failed to provide tracking"
"CB-202406-0007","TXN-185749","7406","Petra Ivanova","Prague Coffee House","MER-5562","15.25","CZK","2024-06-06T10:10:10","2024-06-07T09:02:41","fraudulent_transaction","Suspicious transaction at merchant location","pending","INV-0089","2024-06-15","false","","","","Cardholder reported card lost"
"CB-202406-0008","TXN-510187","4892","Johan Petersen","Oslo Home Decor","MER-1993","350","NOK","2024-06-02T13:35:23","2024-06-04T14:21:22","goods_not_as_described","Product arrived damaged","resolved","INV-0106","2024-06-12","true","2024-06-11T08:33:11","cardholder_won","2024-06-13T10:01:07","Merchant agreed to full refund"
"CB-202406-0009","TXN-102934","2444","Linda Schmidt","Berlin Pet Store","MER-2225","64.8","EUR","2024-06-12T12:25:49","2024-06-14T15:44:27","goods_not_received","No shipping confirmation from merchant","in_review","INV-0113","2024-06-21","false","","pending","","Customer service contacted"
"CB-202406-0010","TXN-394857","5987","Ola Hansen","Copenhagen Electronics","MER-3002","775.35","DKK","2024-06-10T11:54:00","2024-06-12T13:05:34","fraudulent_transaction","Cardholder reported card stolen","resolved","INV-0092","2024-06-19","true","2024-06-18T09:59:48","chargeback_accepted","2024-06-20T11:22:41","Bank confirmed fraud"
"CB-202406-0011","TXN-483912","1276","Marta Dubois","Paris Wine Shop","MER-1786","49.99","EUR","2024-06-08T18:39:12","2024-06-09T12:08:10","goods_not_as_described","Received wrong product vintage","resolved","INV-0107","2024-06-17","true","2024-06-16T14:20:02","merchant_won","2024-06-18T13:55:19","Merchant provided delivery and product proof"
"CB-202406-0012","TXN-184932","8653","Jacek Nowak","Warsaw Tech","MER-5009","215","PLN","2024-06-14T15:44:21","2024-06-16T11:32:58","fraudulent_transaction","Transaction occurred after card was reported lost","in_review","INV-0098","2024-06-23","false","","","","Awaiting merchant input"
"CB-202406-0013","TXN-937485","3527","Giulia Rossi","Rome Fashion","MER-1967","129.99","EUR","2024-06-11T17:24:11","2024-06-13T22:05:33","goods_not_received","No delivery confirmation received","pending","INV-0085","2024-06-20","false","","","","Merchant unreachable for comment"
"CB-202406-0014","TXN-480192","7830","Thomas Becker","Vienna Shoes","MER-2349","89.95","EUR","2024-06-15T11:09:53","2024-06-16T18:26:09","goods_not_as_described","Size did not match order details","resolved","INV-0114","2024-06-23","true","2024-06-22T16:32:18","cardholder_won","2024-06-24T11:17:01","Merchant unable to verify correct item shipped"
"CB-202406-0015","TXN-740193","6114","Mia Friis","Copenhagen Toys","MER-3241","39.99","DKK","2024-06-13T13:10:32","2024-06-16T09:25:46","goods_not_received","Shipment delayed past promised date","in_review","INV-0094","2024-06-23","false","","","","Customer requested escalation"
"CB-202406-0016","TXN-845912","2347","Ilona Guseva","Tallinn Market","MER-4327","19.99","EUR","2024-06-12T14:46:41","2024-06-13T14:17:39","fraudulent_transaction","Unauthorized use of card detected","pending","INV-0087","2024-06-20","false","","pending","","Bank investigation ongoing"
"CB-202406-0017","TXN-795421","5462","Lea Sommer","Zurich Sportswear","MER-2651","62","CHF","2024-06-05T17:18:04","2024-06-08T09:05:45","goods_not_received","Product never shipped","in_review","INV-0110","2024-06-15","false","","","","Merchant claims shipment sent"
"CB-202406-0018","TXN-491073","8123","Oliver Jensen","Aarhus Electronics","MER-3175","299.49","DKK","2024-06-07T21:41:34","2024-06-10T11:54:29","duplicate_processing","Charged twice for same product","resolved","INV-0103","2024-06-17","true","2024-06-15T13:47:28","chargeback_reversed","2024-06-18T10:42:09","Customer refunded duplicate amount"
"CB-202406-0019","TXN-230497","1034","Katarzyna Lewandowska","Poznan Books","MER-5047","79.5","PLN","2024-06-15T14:32:10","2024-06-17T12:09:38","goods_not_as_described","Book edition did not match order","resolved","INV-0104","2024-06-24","true","2024-06-21T09:21:56","cardholder_won","2024-06-25T10:18:33","Merchant failed verification"
"CB-202406-0020","TXN-584102","2078","Marek Novak","Bratislava Travel","MER-2186","440","EUR","2024-06-09T16:52:41","2024-06-13T12:18:05","fraudulent_transaction","Cardholder says travel not booked","in_review","INV-0096","2024-06-20","false","","pending","","Bank awaiting merchant documents"
"CB-202406-0021","TXN-492013","4917","Helena Saarinen","Turku Grocery","MER-1276","24.99","EUR","2024-06-13T08:05:14","2024-06-14T09:41:28","goods_not_received","No delivery confirmation from merchant","pending","INV-0084","2024-06-21","false","","pending","","Customer open for resolution"
"CB-202406-0022","TXN-809372","6728","Sofia Petrov","Riga Outdoor","MER-5023","59","EUR","2024-06-12T13:19:55","2024-06-15T10:44:21","goods_not_as_described","Product missing accessories","resolved","INV-0108","2024-06-22","true","2024-06-20T12:41:37","merchant_won","2024-06-23T14:19:11","Merchant provided proof of delivery"
"CB-202406-0023","TXN-590143","2824","Eva Müller","Munich Books","MER-2431","24.95","EUR","2024-06-10T09:34:02","2024-06-12T10:41:04","duplicate_processing","Card charged twice","resolved","INV-0091","2024-06-19","true","2024-06-17T08:25:16","chargeback_reversed","2024-06-21T11:36:08","Refund processed"
"CB-202406-0024","TXN-371540","1721","Stefan Lindgren","Uppsala Electronics","MER-1093","132","SEK","2024-06-14T10:31:49","2024-06-16T11:08:19","goods_not_received","Shipment delayed","pending","INV-0082","2024-06-23","false","","","","Awaiting merchant reply"
"CB-202406-0025","TXN-973102","5789","Pierre Martin","Lyon Travel","MER-1099","890","EUR","2024-06-03T14:02:06","2024-06-06T17:11:33","fraudulent_transaction","Cardholder claims no travel booked","in_review","INV-0102","2024-06-13","false","","","","Bank flagged as possible fraud"
"CB-202406-0026","TXN-395201","9017","Laura Schmidt","Hamburg Shoes","MER-1901","59.95","EUR","2024-06-16T19:51:57","2024-06-18T09:18:40","goods_not_as_described","Item color mismatch","resolved","INV-0115","2024-06-25","true","2024-06-22T13:38:44","cardholder_won","2024-06-26T08:41:17","Merchant unable to verify shipment"
"CB-202406-0027","TXN-283945","7206","Natalia Ivanova","Moscow Electronics","MER-4021","215.5","RUB","2024-06-13T10:54:12","2024-06-15T09:07:29","goods_not_received","No shipping record","pending","INV-0086","2024-06-22","false","","pending","","Awaiting merchant response"
"CB-202406-0028","TXN-189075","2114","Patrik Svensson","Stockholm Sports","MER-1370","299.99","SEK","2024-06-10T17:14:09","2024-06-12T13:39:54","duplicate_processing","Card charged twice in same week","resolved","INV-0101","2024-06-19","true","2024-06-16T10:44:28","chargeback_reversed","2024-06-20T09:35:58","Refund issued"
"CB-202406-0029","TXN-574903","8013","Sara Persson","Gothenburg Travel","MER-1196","425","SEK","2024-06-07T15:51:33","2024-06-09T17:32:51","fraudulent_transaction","Cardholder claims no travel booked","in_review","INV-0095","2024-06-16","false","","","","Pending merchant reply"
